user_id,item_id,rating
B000F9Z1WI,A3DOPYDOS49I3T,4
B000F9Z1WI,A26HFSVLAGULIM,4
B000F9Z1WI,A3M174IC0VXOS2,5
B005K4Q1VI,AKJHHD5VEH7VG,3
B005K4Q1VI,A3OXHLG6DIBRW8,5
B005K4Q1VI,A3OXHLG6DIBRW8,5
B005K4Q1VI,A35R32TA60XD57,1
B005K4Q1VI,A2YHXAZLCLDT8D,5
B002TMV3E4,A281NPSIMI1C2R,5
B002TMV3E4,ALSAOZ1V546VT,5
B002TMV3E4,A1UQBFCERIP7VJ,4
B002TMV3E4,A6KL17KKN0A5L,3
B002TMV3E4,A1AEPMPA12GUJ7,4
B002TMV3E4,A1H7Y5XKPGT0OS,3
B002TMV3E4,A1X2LENOF84LCQ,3
B002TMV3E4,AK8LOFYRZJJW0,3
B002TMV3E4,A25C2M3QF9G7OQ,5
B002TMV3E4,A2FRFAQCWZJT3Q,5
B002TMV3E4,A2OWR5G2OAQF7C,4
B002TMV3E4,AF3BYMPWKWO8F,2
B001LG945O,A9NXTC0HTPSDO,5
B001LG945O,A3FY3H6F4249E0,3
B001LG945O,A1B6O7SAIYG2N0,3
B001LG945O,A2TO2BN3P4C00L,4
B001LG945O,A16AXQ11SZA8SQ,5
B001LG945O,A3M8R4JD1SIS76,3
B001LG945O,A16WPA6JV83YXT,2
B001LG945O,A35JP8KSV9281K,3
B001LG945O,A1H7Y5XKPGT0OS,2
B001LG945O,A353U0L2HAMSHV,3
B001LG945O,A1P2XYD265YE21,5
B001LG945O,A2OWR5G2OAQF7C,5
B001LG945O,A3PJZ8TU8FDQ1K,4
B001LG945O,A1ONZ8JRPLBNUI,5
B001LG945O,A11ED8O95W2103,3
B001LG945O,A2Y8IDC1FKGNJC,2
B001LG945O,A1B05INWIDZ74O,4
B001LG945O,A1SCANWWQTEG9I,1
B001LG945O,ADS5APY1NKTL4,5
B001LG945O,A1AEPMPA12GUJ7,4
B003VXFK44,A2UCZAWAN5QMJQ,4
B003VXFK44,A35R32TA60XD57,5
B003VXFK44,A2SZLNSI5KOQJT,4
B003VXFK44,A2SZLNSI5KOQJT,5
B003VXFK44,A17HMM1M7T9PJ1,4
B003VXFK44,A2SZLNSI5KOQJT,3
B003VXFK44,A26NFIQ7KWI8Y7,3
B003VXFK44,A2TJG4N8LNJW23,4
B003VXFK44,A2SZLNSI5KOQJT,3
B003VXFK44,AYOMAHLWRQHUG,5
B003VXFK44,A2D1LPEUCTNT8X,3
B003VXFK44,A3OXRFCJI67IMN,4
B003VXFK44,AQQLWCMRNDFGI,4
B003VXFK44,A2KUUWP4ZZMOBP,4
B003VXFK44,A2SZLNSI5KOQJT,4
B003VXFK44,A26NFIQ7KWI8Y7,1
B003VXFK44,AYOMAHLWRQHUG,5
B003VXFK44,A35R32TA60XD57,5
B003VXFK44,AQQLWCMRNDFGI,4
B006N3IG4K,A2UCZAWAN5QMJQ,4
B006N3IG4K,A35R32TA60XD57,5
B006N3IG4K,A2SZLNSI5KOQJT,4
B006N3IG4K,A2SZLNSI5KOQJT,5
B006N3IG4K,A17HMM1M7T9PJ1,4
B006N3IG4K,A2SZLNSI5KOQJT,3
B006N3IG4K,A26NFIQ7KWI8Y7,3
B006N3IG4K,A2TJG4N8LNJW23,4
B006N3IG4K,A2SZLNSI5KOQJT,3
B006N3IG4K,AYOMAHLWRQHUG,5
B006N3IG4K,A2D1LPEUCTNT8X,3
B006N3IG4K,A3OXRFCJI67IMN,4
B006N3IG4K,AQQLWCMRNDFGI,4
B006N3IG4K,A2KUUWP4ZZMOBP,4
B006N3IG4K,A2SZLNSI5KOQJT,4
B006N3IG4K,A26NFIQ7KWI8Y7,1
B006N3IG4K,AYOMAHLWRQHUG,5
B006N3IG4K,A35R32TA60XD57,5
B006N3IG4K,AQQLWCMRNDFGI,4
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A7EK88GF8N40F,5
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A3094EPI56GKZ6,5
B0034KP00S,A1P2XYD265YE21,5
B0034KP00S,A361PLXEWB9UC1,5
B0034KP00S,A1TMAVN4CEM8U8,5
B0034KP00S,A2XNJJ9TF70P4J,1
B001KVPC0G,A2OL5WLCNZVD9K,5
B001KVPC0G,A1X1CEGHTHMBL1,5
B001KVPC0G,AJCK6OKNWGIYG,5
B001KVPC0G,A1TMAVN4CEM8U8,5
B001KVPC0G,A1TMAVN4CEM8U8,5
B001CD1VI4,A1KEK09ZA6J9P8,5
B001CD1VI4,AY1EF0GOH80EK,5
B001CD1VI4,A2A8KWCE8RKB9T,5
B001CD1VI4,A3PD8JD9L4WEII,5
B001CD1VI4,A3BH49ZKESHDID,5
B001CD1VI4,A2MUGFV2TDQ47K,5
B001CD1VI4,A1XGFW5016CGQI,5
B001CD1VI4,AJB5P7GVR0MT8,3
B001CD1VI4,A1RRMZKOMZ2M7J,2
B000FBM3YK,ALSAOZ1V546VT,5
B000FBM3YK,AXO4PQU0XG3TG,5
B000FBM3YK,A13K3ZLWAWN1EI,5
B000FBM3YK,A2OWR2PL3DLWS4,5
B000FBM3YK,A2OWR2PL3DLWS4,5
B000FBM3YK,A2OWR2PL3DLWS4,5
B000FBM3YK,A13K3ZLWAWN1EI,5
B000FBM3YK,ALSAOZ1V546VT,5
B000FBM3YK,A2IYLMDQGBB4VG,2
B004OLKF60,A1B6O7SAIYG2N0,5
B004OLKF60,A2SZLNSI5KOQJT,5
B004OLKF60,AYOMAHLWRQHUG,4
B004OLKF60,A2SZLNSI5KOQJT,3
B004OLKF60,A2SZLNSI5KOQJT,2
B0045XE32E,A100WO06OQR8BQ,5
B0045XE32E,AWKZAUC0D8DYL,5
B0045XE32E,A9NXTC0HTPSDO,5
B0045XE32E,A3T0OTH5072YRE,4
B0045XE32E,AKJHHD5VEH7VG,5
B0045XE32E,A29M09QBG9TZLP,2
B0045XE32E,A1P2XYD265YE21,5
B0045XE32E,A2SZLNSI5KOQJT,5
B0045XE32E,A2O421DTA8J0RW,4
B0045XE32E,AT9U5ZE5OO84C,5
B0045XE32E,A175N19FS2B4J,3
B0045XE32E,A3DOPYDOS49I3T,5
B0045XE32E,A16AXQ11SZA8SQ,4
B0045XE32E,A3HPCRD9RX351S,4
B0045XE32E,A1YJMG0QJXZLD4,3
B0045XE32E,A1JMR1N9NBYJ1X,5
B0045XE32E,A3MZNRSDQ32UUH,5
B0045XE32E,A3094EPI56GKZ6,4
B0045XE32E,AQLL2R1PPR46X,3
B00503DP0O,A7EK88GF8N40F,3
B00503DP0O,A11OTLEDSW8ZXD,5
B00503DP0O,A3D9NUCR4RXDPY,4
B00503DP0O,AK8LOFYRZJJW0,4
B00503DP0O,A1Q7A78VSQ5GQ4,5
B00503DP0O,AK7CAW3N1XZV6,5
B00503DP0O,A3OXHLG6DIBRW8,4
B00503DP0O,AEL6CQNQXONBX,4
B00503DP0O,AJQDIT55SZ3ZX,5
B000255OIG,A29JUMRL1US6YP,5
B000255OIG,AJD41FBJD9010,5
B000255OIG,AJD41FBJD9010,5
B000255OIG,AJD41FBJD9010,5
B000255OIG,AJD41FBJD9010,5
B000255OIG,AJD41FBJD9010,5
B000255OIG,AJD41FBJD9010,5
B007TJGZ5E,A2TJG4N8LNJW23,4
B007TJGZ5E,A3PJZ8TU8FDQ1K,5
B007TJGZ5E,A3OXHLG6DIBRW8,5
B007TJGZ5E,A17HMM1M7T9PJ1,5
B007TJGZ5E,A3OXHLG6DIBRW8,5
B007TJGZ5E,A3PJZ8TU8FDQ1K,5
B007TJGZ5E,AQQLWCMRNDFGI,3
B001LGGH40,A353U0L2HAMSHV,3
B001LGGH40,A16AXQ11SZA8SQ,5
B001LGGH40,A3DOPYDOS49I3T,5
B001LGGH40,ACAXV4V8PBCE3,2
B001LGGH40,A3D9NUCR4RXDPY,3
B001LGGH40,A25C2M3QF9G7OQ,3
B001LGGH40,A22CW0ZHY3NJH8,3
B001LGGH40,A2FRFAQCWZJT3Q,1
B001LGGH40,A1H7Y5XKPGT0OS,1
B001LGGH40,ADS5APY1NKTL4,5
B001LGGH40,A1RRMZKOMZ2M7J,4
B001LGGH40,A3HPCRD9RX351S,3
B001LGGH40,A1SCANWWQTEG9I,3
B001LGGH40,A35JP8KSV9281K,5
B001LGGH40,A250AXLRBVYKB4,2
B001LGGH40,A1P2XYD265YE21,5
B001LGGH40,A16WPA6JV83YXT,4
B001LGGH40,AWKZAUC0D8DYL,5
B001LGGH40,A2MSQNPTNAAGL1,5
B001LGGH40,A13MKSASQ6YWL7,4
B001LGGH40,AMRMK86X3PKXD,4
B001LGGH40,ACYR6O588USK,5
B001LGGH40,A1YUL9PCJR3JTY,3
B001LGGH40,A1B05INWIDZ74O,4
B001LGGH40,A1LHAXBM5GBJS2,4
B001LGGH40,A1IH42TUIZ2XJL,1
B001LGGH40,A1ZH9LWMX5UCFJ,5
B001E5E20O,A1RLP0R1N8H8C4,5
B001E5E20O,A250AXLRBVYKB4,5
B001E5E20O,ALSAOZ1V546VT,5
B001E5E20O,A2Y8IDC1FKGNJC,5
B001E5E20O,A2MSQNPTNAAGL1,5
B001E5E20O,A1AEPMPA12GUJ7,4
B001E5E20O,A2G7B7FKP2O2PU,5
B001E5E20O,A2M9D9BDHONV3Y,5
B0030VBRIU,A4DTM6B4IBYQX,5
B0030VBRIU,A4DTM6B4IBYQX,5
B0030VBRIU,A20P8VC55KPPCT,5
B0030VBRIU,A4DTM6B4IBYQX,2
B0030VBRIU,A20P8VC55KPPCT,5
B0030VBRIU,A20P8VC55KPPCT,5
B001BDDTB2,A1RRMZKOMZ2M7J,4
B001BDDTB2,A1AEPMPA12GUJ7,3
B001BDDTB2,A1Q7A78VSQ5GQ4,5
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A2PNOU7NXB1JE4,3
B001BDDTB2,A2FRFAQCWZJT3Q,4
B001BDDTB2,A2W9I628I6SE1U,4
B001BDDTB2,A1RLP0R1N8H8C4,5
B001BDDTB2,A25C2M3QF9G7OQ,3
B001BDDTB2,A1JMR1N9NBYJ1X,4
B001BDDTB2,A2PNOU7NXB1JE4,4
B001BDDTB2,A1Z4LX3Q1YMF84,5
B001BDDTB2,A1RLP0R1N8H8C4,5
B001BDDTB2,A250AXLRBVYKB4,5
B001BDDTB2,APP8XWYYV4PAA,5
B001BDDTB2,AF3BYMPWKWO8F,3
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A1KEK09ZA6J9P8,5
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A2PNOU7NXB1JE4,2
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A16AXQ11SZA8SQ,5
B001BDDTB2,AK8LOFYRZJJW0,4
B001BDDTB2,A13MKSASQ6YWL7,5
B001BDDTB2,AQLL2R1PPR46X,5
B001BDDTB2,AQLL2R1PPR46X,5
B001BDDTB2,A2G7B7FKP2O2PU,5
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A3MZNRSDQ32UUH,5
B001BDDTB2,A2G7B7FKP2O2PU,5
B001BDDTB2,A1JMR1N9NBYJ1X,4
B001BDDTB2,APP8XWYYV4PAA,5
B001BDDTB2,A2R1HUYHXV7H18,4
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,AF3BYMPWKWO8F,1
B001BDDTB2,A2YSFKX18XTHED,5
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A3FKGKUCI3DG9U,3
B001BDDTB2,A2FRFAQCWZJT3Q,5
B001BDDTB2,A1HRYC60VTMYC0,5
B001BDDTB2,A250AXLRBVYKB4,4
B001HTJ49G,A393F381MA82AY,5
B001HTJ49G,A2Y8IDC1FKGNJC,5
B001HTJ49G,ACAIEIV03NBHY,5
B001HTJ49G,AK7CAW3N1XZV6,5
B001HTJ49G,A1ZPY91VE3IDN1,5
B001HTJ49G,AY1EF0GOH80EK,5
B001HTJ49G,A1RRMZKOMZ2M7J,2
B001HTJ49G,A37CENQP0ZNKVE,5
B004ZIER34,A2MSQNPTNAAGL1,4
B004ZIER34,A1DH3QDZX8Z7GO,4
B004ZIER34,AIEEK7AHXKZCC,4
B004ZIER34,A2FRFAQCWZJT3Q,4
B004ZIER34,A1P2XYD265YE21,5
B004ZIER34,A22PUBSSNP54L,4
B004ZIER34,A35X2JJI49OBZP,4
B004ZIER34,A1H7Y5XKPGT0OS,4
B004ZIER34,A1GQAKL9CGQLP1,5
B004ZIER34,A1W415JP5WEAJK,4
B004ZIER34,A1A1BM6N28X9J0,5
B004ZIER34,ACYR6O588USK,5
B004ZIER34,A29M09QBG9TZLP,2
B004ZIER34,A1Z54EM24Y40LL,4
B004ZIER34,A1IH42TUIZ2XJL,5
B004ZIER34,AK7CAW3N1XZV6,4
B004ZIER34,A1HRYC60VTMYC0,3
B004ZIER34,A19SDJ2TSSL8HI,3
B004ZIER34,A1B6O7SAIYG2N0,2
B004ZIER34,A3HPCRD9RX351S,2
B004ZIER34,A1AEPMPA12GUJ7,2
B004ZIER34,A2YB7DLC3FOR7W,3
B004ZIER34,A2X3L31KCXBHCL,1
B004ZIER34,A2MNB77YGJ3CN0,3
B004R8J8E0,A58N07M0ZCYMB,5
B004R8J8E0,A1ONZ8JRPLBNUI,4
B004R8J8E0,AEL6CQNQXONBX,5
B004R8J8E0,A2B8GXSCB1R05T,4
B004R8J8E0,ARYSDAZNRXN6G,5
B004R8J8E0,A1B6O7SAIYG2N0,4
B004R8J8E0,A1LHAXBM5GBJS2,4
B004R8J8E0,A2G7B7FKP2O2PU,5
B004R8J8E0,A1H7Y5XKPGT0OS,3
B004R8J8E0,A2O421DTA8J0RW,4
B004R8J8E0,A16WPA6JV83YXT,5
B0013NUGDE,A2LJJ4482V9LAW,5
B0013NUGDE,A2YB7DLC3FOR7W,5
B0013NUGDE,A17V9XL4CWTQ6G,5
B0013NUGDE,A2MNB77YGJ3CN0,5
B0013NUGDE,A3T0OTH5072YRE,3
B0013NUGDE,A2NOW4U7W3F7RI,5
B0013NUGDE,A1PI8VBCXXSGC7,4
B0013NUGDE,A24ZV048V7J0MT,3
B0013NUGDE,A3AZI828WJN1CD,3
B0013NUGDE,A13MKSASQ6YWL7,3
B0013NUGDE,ALL9XFM0Q1N4E,5
B0013NUGDE,A3BBC8E7QT7N9I,4
B0013NUGDE,A1ZH9LWMX5UCFJ,5
B0013NUGDE,A3HPCRD9RX351S,5
B0013NUGDE,A13K3ZLWAWN1EI,4
B0013NUGDE,A3QNQQKJTL76H0,5
B0013NUGDE,A3V1A3C9DTLPME,5
B0013NUGDE,A1GYEGLX3P2Y7P,4
B0013NUGDE,A2SZLNSI5KOQJT,4
B0047E2I5U,A3GGXJD0BMJ2W3,5
B0047E2I5U,A3GGXJD0BMJ2W3,5
B0047E2I5U,A33AQPJYH7UUXR,4
B0047E2I5U,A9NXTC0HTPSDO,5
B0047E2I5U,A3GGXJD0BMJ2W3,5
B0078Y6OX8,A1T1YSCDW0PD25,3
B0078Y6OX8,A2SZLNSI5KOQJT,5
B0078Y6OX8,A1T1YSCDW0PD25,4
B0078Y6OX8,A1GYEGLX3P2Y7P,4
B0078Y6OX8,A3OXHLG6DIBRW8,3
B0078Y6OX8,A1IH42TUIZ2XJL,1
B0078Y6OX8,A3PJZ8TU8FDQ1K,5
B0078Y6OX8,A2KUUWP4ZZMOBP,5
B0078Y6OX8,A2TJG4N8LNJW23,4
B000EH2QP6,A1XGFW5016CGQI,5
B000EH2QP6,A1XGFW5016CGQI,5
B000EH2QP6,A6KL17KKN0A5L,5
B000EH2QP6,A35R32TA60XD57,2
B000EH2QP6,A2IYLMDQGBB4VG,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A7EK88GF8N40F,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A3094EPI56GKZ6,5
B0051TPWUI,A1P2XYD265YE21,5
B0051TPWUI,A361PLXEWB9UC1,5
B0051TPWUI,A1TMAVN4CEM8U8,5
B0051TPWUI,A2XNJJ9TF70P4J,1
B000EH2QPQ,A1XGFW5016CGQI,5
B000EH2QPQ,A1XGFW5016CGQI,5
B000EH2QPQ,A6KL17KKN0A5L,5
B000EH2QPQ,A35R32TA60XD57,2
B000EH2QPQ,A2IYLMDQGBB4VG,5
B005CGUTIA,A33AQPJYH7UUXR,4
B005CGUTIA,A2W9B725TZBXOX,5
B005CGUTIA,A33AQPJYH7UUXR,4
B005CGUTIA,A33AQPJYH7UUXR,4
B005CGUTIA,A2W9B725TZBXOX,5
B005CGUTIA,A2DPYMNI2HCIOI,4
B0058AMY74,A2OEUROGZDTXUJ,5
B0058AMY74,A22PUBSSNP54L,5
B0058AMY74,AYB4ELCS5AM8P,5
B0058AMY74,A2MUGFV2TDQ47K,3
B0058AMY74,A3RMGIKUWGPZOK,5
B0058AMY74,A3PJZ8TU8FDQ1K,5
B0058AMY74,A3PJZ8TU8FDQ1K,5
B0058AMY74,A31N6KB160O508,4
B0058AMY74,A31N6KB160O508,4
B0058AMY74,A31N6KB160O508,4
B0058AMY74,A1B05INWIDZ74O,3
B0058AMY74,A1B05INWIDZ74O,5
B0058AMY74,A2OEUROGZDTXUJ,4
B0058AMY74,A38KP1POQ191WT,1
B0058AMY74,ACYR6O588USK,5
B0058AMY74,AY1EF0GOH80EK,5
B0058AMY74,A2A1XYSB692L6J,5
B0058AMY74,A3RMGIKUWGPZOK,3
B0058AMY74,A2TN9C5E4A0I3F,1
B0058AMY74,AR7TAEEUDHMUB,1
B0058AMY74,ADS5APY1NKTL4,5
B0058AMY74,A3RMGIKUWGPZOK,5
B0058AMY74,A3PJZ8TU8FDQ1K,5
B0058AMY74,A1Q7A78VSQ5GQ4,5
B0058AMY74,A2A8KWCE8RKB9T,4
B0058AMY74,A2OEUROGZDTXUJ,5
B0058AMY74,A2II09GQGWOMTQ,5
B0058AMY74,AQQLWCMRNDFGI,4
B0058AMY74,A24ZV048V7J0MT,5
B0058AMY74,A3RMGIKUWGPZOK,5
B0058AMY74,A3PJZ8TU8FDQ1K,5
B0058AMY74,A3PJZ8TU8FDQ1K,5
B0058AMY74,A2YKWYC3WQJX5J,5
B0058AMY74,AKMEY1BSHSDG7,5
B0058AMY74,ADS5APY1NKTL4,5
B0058AMY74,A3M174IC0VXOS2,5
B0058AMY74,A2OL5WLCNZVD9K,3
B0029K68ZK,A24ZV048V7J0MT,4
B0029K68ZK,A35LT14WG5BX0T,5
B0029K68ZK,A36WGHR8TO5DKT,4
B0029K68ZK,AZV26LP92E6WU,5
B0029K68ZK,AYB4ELCS5AM8P,5
B0029K68ZK,ABDCYK04CL6O4,5
B005DDCKJ8,A2Y8IDC1FKGNJC,3
B005DDCKJ8,A2YHXAZLCLDT8D,5
B005DDCKJ8,AYGJ96W5KQMUJ,3
B005DDCKJ8,A2DPYMNI2HCIOI,5
B005DDCKJ8,A3OXHLG6DIBRW8,4
B005DDCKJ8,ALL9XFM0Q1N4E,4
B007M83302,A2LJJ4482V9LAW,5
B007M83302,A2YB7DLC3FOR7W,5
B007M83302,A17V9XL4CWTQ6G,5
B007M83302,A2MNB77YGJ3CN0,5
B007M83302,A3T0OTH5072YRE,3
B007M83302,A2NOW4U7W3F7RI,5
B007M83302,A1PI8VBCXXSGC7,4
B007M83302,A24ZV048V7J0MT,3
B007M83302,A3AZI828WJN1CD,3
B007M83302,A13MKSASQ6YWL7,3
B007M83302,ALL9XFM0Q1N4E,5
B007M83302,A3BBC8E7QT7N9I,4
B007M83302,A1ZH9LWMX5UCFJ,5
B007M83302,A3HPCRD9RX351S,5
B007M83302,A13K3ZLWAWN1EI,4
B007M83302,A3QNQQKJTL76H0,5
B007M83302,A3V1A3C9DTLPME,5
B007M83302,A1GYEGLX3P2Y7P,4
B007M83302,A2SZLNSI5KOQJT,4
B0062A87HA,A1HRYC60VTMYC0,5
B0062A87HA,A2FRFAQCWZJT3Q,5
B0062A87HA,A1LFSTBR7L7PUT,5
B0062A87HA,A2YKWYC3WQJX5J,5
B0062A87HA,A2OEUROGZDTXUJ,5
B0062A87HA,A1YP5WLIHGG136,5
B0083QJU72,A2158Y2U61AU9G,5
B0083QJU72,A31N6KB160O508,5
B0083QJU72,AMPGRXQMO89X9,5
B0083QJU72,A1T1YSCDW0PD25,4
B0083QJU72,A2E3WMF9RWW2X2,5
B0083QJU72,A33REC3J2JU2EL,5
B0083QJU72,A2AOD7254MCKSH,5
B007JFMH96,A1KEK09ZA6J9P8,2
B007JFMH96,A2B8GXSCB1R05T,2
B007JFMH96,A2XNOB1T796Y6B,2
B007JFMH96,A2KIVODZRTGY4U,3
B007JFMH96,A3MUSWDCTZINQZ,4
B007JFMH96,A1A1BM6N28X9J0,4
B007JFMH96,A1V1EP514B5H7Y,3
B007JFMH96,A3PJZ8TU8FDQ1K,1
B008FHUDW0,A3OXHLG6DIBRW8,5
B008FHUDW0,AK7CAW3N1XZV6,2
B008FHUDW0,A2TJG4N8LNJW23,3
B008FHUDW0,AQQLWCMRNDFGI,4
B008FHUDW0,A2SZLNSI5KOQJT,3
B008FHUDW0,A2TJG4N8LNJW23,4
B000I1RHMU,A2E3WMF9RWW2X2,5
B000I1RHMU,A2B8GXSCB1R05T,5
B000I1RHMU,A1YUL9PCJR3JTY,5
B000I1RHMU,A1YUL9PCJR3JTY,5
B000I1RHMU,A13HRSMJ5TOWEZ,5
B000I1RHMU,A281NPSIMI1C2R,5
B000I1RHMU,A1AEQZM99LO9VA,3
B000I1RHMU,A2B8GXSCB1R05T,5
B000GW46D4,A2YKWYC3WQJX5J,4
B000GW46D4,A1TMAVN4CEM8U8,3
B000GW46D4,A2Y4S4CNGKF21S,2
B000GW46D4,A1080SE9X3ECK0,5
B000GW46D4,AQLL2R1PPR46X,4
B0051OPWGC,A1ODKP5Y7DPMM1,5
B0051OPWGC,A1ODKP5Y7DPMM1,5
B0051OPWGC,ABDCYK04CL6O4,5
B0051OPWGC,ABDCYK04CL6O4,5
B0051OPWGC,ABDCYK04CL6O4,5
B0029JLVPI,A24ZV048V7J0MT,4
B0029JLVPI,A35LT14WG5BX0T,5
B0029JLVPI,A36WGHR8TO5DKT,4
B0029JLVPI,AZV26LP92E6WU,5
B0029JLVPI,AYB4ELCS5AM8P,5
B0029JLVPI,ABDCYK04CL6O4,5
B003CK2BQG,A17GK9E70O7Y9R,5
B003CK2BQG,A2OWR2PL3DLWS4,5
B003CK2BQG,A2OWR2PL3DLWS4,5
B003CK2BQG,A281NPSIMI1C2R,5
B003CK2BQG,A281NPSIMI1C2R,5
B003CK2BQG,A281NPSIMI1C2R,5
B003CK2BQG,ADS5APY1NKTL4,5
B003CK2BQG,A3MUSWDCTZINQZ,3
B003CK2BQG,ADLVFFE4VBT8,5
B003CK2BQG,A1AEQZM99LO9VA,2
B003CK2BQG,ADLVFFE4VBT8,5
B003CK2BQG,A1YUL9PCJR3JTY,4
B003CK2BQG,A1YUL9PCJR3JTY,5
B003CK2BQG,AK7CAW3N1XZV6,5
B003CK2BQG,A281NPSIMI1C2R,5
B003CK2BQG,A281NPSIMI1C2R,5
B003CK2BQG,A2DPYMNI2HCIOI,3
B003CK2BQG,AVFA1JB08RG8G,4
B003CK2BQG,A3UUTDX2WNVUS3,5
B003CK2BQG,A1AEQZM99LO9VA,3
B003CK2BQG,A1SO1PGDNVMLXC,5
B000FBO9LK,ALSAOZ1V546VT,5
B000FBO9LK,AXO4PQU0XG3TG,5
B000FBO9LK,A13K3ZLWAWN1EI,5
B000FBO9LK,A2OWR2PL3DLWS4,5
B000FBO9LK,A2OWR2PL3DLWS4,5
B000FBO9LK,A2OWR2PL3DLWS4,5
B000FBO9LK,A13K3ZLWAWN1EI,5
B000FBO9LK,ALSAOZ1V546VT,5
B000FBO9LK,A2IYLMDQGBB4VG,2
B000LKVDO6,A1YP5WLIHGG136,5
B000LKVDO6,A3OXHLG6DIBRW8,4
B000LKVDO6,A1UQBFCERIP7VJ,4
B000LKVDO6,A3EBHHCZO6V2A4,3
B000LKVDO6,AJD41FBJD9010,4
B000LKVDO6,A2DPYMNI2HCIOI,2
B005GIF5VU,A22CW0ZHY3NJH8,4
B005GIF5VU,A1I85Y08VRZ32Q,5
B005GIF5VU,A1I85Y08VRZ32Q,5
B005GIF5VU,A1PI8VBCXXSGC7,5
B005GIF5VU,ATJN4KEHJBOC8,3
B005GIF5VU,A1I85Y08VRZ32Q,3
B005GIF5VU,AY12DBB0U420B,5
B005GIF5VU,ALDAF4VVLFRHP,5
B006Q7YFLQ,A1IH42TUIZ2XJL,1
B006Q7YFLQ,A9NXTC0HTPSDO,3
B006Q7YFLQ,A3DOPYDOS49I3T,5
B006Q7YFLQ,A35X2JJI49OBZP,4
B006Q7YFLQ,A58N07M0ZCYMB,5
